Experiment,Size of the batches,Type of the shipping box,Cycle time factor,Number of the operators,Type of the quality check,Percentage of the quality check,Overshooting,Elapsed time,Used rods,Used raw bases,Used pins,Outcome - All,Outcome - OK,Outcome - NOK,Used retail boxes,Used shipper boxes,Used pallets,Reached the required amount,Difference from the required - OK,Difference from the required - All,Used electricity - T100,Used electricity - T200,Used electricity - T800,Income,Outgo,Profit,Machine T100 - Waiting for MU,Machine T100 - Processing,Machine T100 - Failed,Machine T100 - Setting up,Machine T200 - Waiting for MU,Machine T200 - Processing,Machine T200 - Failed,Machine T200 - Setting up,Machine T800 - Waiting for MU,Machine T800 - Processing,Machine T800 - Failed,Machine T800 - Setting up,Operator 01 - Waiting for job,Operator 01 - On the way,Operator 01 - Processing,Operator 01 - Repairing,Operator 01 - Setting up,Operator 01 - Inspectioning,Operator 02 - Waiting for job,Operator 02 - On the way,Operator 02 - Processing,Operator 02 - Repairing,Operator 02 - Setting up,Operator 02 - Inspectioning,Operator 03 - Waiting for job,Operator 03 - On the way,Operator 03 - Processing,Operator 03 - Repairing,Operator 03 - Setting up,Operator 03 - Inspectioning,Robot 01 - Free,Robot 01 - Moving,Robot 01 - Waiting during task,Robot 01 - Processing,Robot 01 - Exchanging,Robot 01 - Taking down,Robot 01 - Picking up,Robot 02 - Free,Robot 02 - Moving,Robot 02 - Waiting during task,Robot 02 - Processing,Robot 02 - Exchanging,Robot 02 - Taking down,Robot 02 - Picking up
Exp 0801,1,2,-0.2,2,2,0.4,0.0,08:59:39,375,1000,3000,939,885,54,939,40,3,99,-115,-61,47.67,38.50,51.42,4488.42,15718.16,-11229.74,9216.639,20800.000,2323.361,0.000,8112.213,16800.000,1817.787,5610.000,7955.924,22439.400,1944.676,0.000,9837.570,7906.390,4029.000,2838.640,1590.000,6138.400,14625.766,5276.661,3420.000,2096.773,4020.000,2900.800,0.000,0.000,0.000,0.000,0.000,0.000,9804.110,15023.890,0.000,0.000,0.000,3756.000,3756.000,31209.000,897.000,0.000,0.000,0.000,117.000,117.000
Exp 2513,2,1,0.0,2,1,0.8,0.0,09:02:57,375,1000,3000,902,885,17,902,51,3,99,-115,-98,52.36,42.24,58.80,4311.56,15542.17,-11230.61,5153.035,26000.000,1366.965,0.000,8482.405,20976.000,1201.595,1860.000,2068.986,29199.000,1252.014,0.000,21237.369,5323.853,3126.146,2727.632,105.000,0.000,26902.611,1577.124,1644.000,641.265,1755.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10891.000,14419.000,0.000,0.000,0.000,3606.000,3604.000,31070.000,1150.000,0.000,0.000,0.000,150.000,150.000
Exp 5793,3,3,-0.2,1,2,0.4,0.0,10:52:05,375,1000,3000,940,884,56,940,32,4,99,-116,-60,47.67,38.50,51.53,4493.20,15726.21,-11233.01,14784.546,20800.000,3535.454,0.000,19076.976,16800.000,2133.024,1110.000,13565.825,22483.800,3070.375,0.000,13477.260,6167.527,4257.000,4935.413,1110.000,9172.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16560.000,15040.000,0.000,0.000,0.000,3760.000,3760.000,38192.000,736.000,0.000,0.000,0.000,96.000,96.000
Exp 1521,1,3,-0.2,2,2,0.4,0.0,08:59:33,375,1000,3000,939,885,54,939,32,4,99,-115,-61,47.67,38.50,51.42,4488.42,15723.95,-11235.53,9216.639,20800.000,2323.361,0.000,8112.213,16800.000,1817.787,5610.000,7955.924,22439.400,1944.676,0.000,9837.570,7906.390,4029.000,2838.640,1590.000,6138.400,14625.766,5276.661,3420.000,2096.773,4020.000,2900.800,0.000,0.000,0.000,0.000,0.000,0.000,9804.000,15024.000,0.000,0.000,0.000,3756.000,3756.000,31435.110,718.890,0.000,0.000,0.000,93.000,93.000
Exp 2509,2,1,0.0,2,1,0.6,0.0,08:52:37,375,1000,3000,922,885,37,922,52,3,99,-115,-78,52.36,42.24,57.39,4407.16,15642.92,-11235.76,4531.426,26000.000,1388.574,0.000,7895.610,20976.000,1188.390,1860.000,2146.100,28497.000,1276.900,0.000,20635.710,5348.847,3130.000,2655.443,150.000,0.000,26245.623,1609.923,1641.000,713.454,1710.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9792.000,14752.000,0.000,0.000,0.000,3688.000,3688.000,30439.736,1174.264,0.000,0.000,0.000,153.000,153.000
Exp 0977,1,2,-0.1,3,1,0.8,0.0,08:48:47,375,1000,3000,908,886,22,908,38,3,99,-114,-92,50.38,40.69,58.02,4340.24,15578.69,-11238.45,6295.709,23400.000,1984.291,0.000,5425.772,18900.000,1744.228,5610.000,3234.294,26949.000,1496.706,0.000,17893.845,7285.676,3345.000,3065.479,90.000,0.000,21202.314,3226.816,2674.000,706.869,3870.000,0.000,26258.097,1605.342,1414.000,752.561,1650.000,0.000,9896.888,14522.000,0.000,0.000,0.000,3631.112,3630.000,30607.000,851.000,0.000,0.000,0.000,111.000,111.000
Exp 4353,3,1,-0.2,1,2,0.4,0.0,10:52:05,375,1000,3000,940,884,56,940,53,3,99,-116,-60,47.67,38.50,51.53,4493.20,15735.20,-11242.00,14784.546,20800.000,3535.454,0.000,19076.976,16800.000,2133.024,1110.000,13565.825,22483.800,3070.375,0.000,13477.260,6167.527,4257.000,4935.413,1110.000,9172.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16560.000,15040.000,0.000,0.000,0.000,3760.000,3760.000,37583.000,1219.000,0.000,0.000,0.000,159.000,159.000
Exp 0081,1,1,-0.2,2,2,0.4,0.0,08:59:39,375,1000,3000,939,885,54,939,53,3,99,-115,-61,47.67,38.50,51.42,4488.42,15732.99,-11244.57,9216.639,20800.000,2323.361,0.000,8112.213,16800.000,1817.787,5610.000,7955.924,22439.400,1944.676,0.000,9837.570,7906.390,4029.000,2838.640,1590.000,6138.400,14625.766,5276.661,3420.000,2096.773,4020.000,2900.800,0.000,0.000,0.000,0.000,0.000,0.000,9804.110,15023.890,0.000,0.000,0.000,3756.000,3756.000,30832.000,1196.000,0.000,0.000,0.000,156.000,156.000
Exp 1697,1,3,-0.1,3,1,0.8,0.0,08:48:47,375,1000,3000,908,886,22,908,31,4,99,-114,-92,50.38,40.69,58.02,4340.24,15586.07,-11245.83,6295.709,23400.000,1984.291,0.000,5425.772,18900.000,1744.228,5610.000,3234.294,26949.000,1496.706,0.000,17893.845,7285.676,3345.000,3065.479,90.000,0.000,21202.314,3226.816,2674.000,706.869,3870.000,0.000,26258.097,1605.342,1414.000,752.561,1650.000,0.000,9896.888,14522.000,0.000,0.000,0.000,3631.112,3630.000,30810.000,690.000,0.000,0.000,0.000,90.000,90.000
Exp 0257,1,1,-0.1,3,1,0.8,0.0,08:48:47,375,1000,3000,908,886,22,908,51,3,99,-114,-92,50.38,40.69,58.02,4340.24,15593.76,-11253.52,6295.709,23400.000,1984.291,0.000,5425.772,18900.000,1744.228,5610.000,3234.294,26949.000,1496.706,0.000,17893.845,7285.676,3345.000,3065.479,90.000,0.000,21202.314,3226.816,2674.000,706.869,3870.000,0.000,26258.097,1605.342,1414.000,752.561,1650.000,0.000,9896.888,14522.000,0.000,0.000,0.000,3631.112,3630.000,30230.000,1150.000,0.000,0.000,0.000,150.000,150.000
Exp 3013,2,2,-0.2,3,2,0.6,0.0,07:20:51,375,1000,3000,914,885,29,914,39,3,99,-115,-86,47.67,38.46,51.66,4368.92,15646.40,-11277.48,3488.121,20800.000,2111.879,0.000,6121.798,16780.800,1637.402,1860.000,2194.771,22542.000,1663.229,0.000,9730.889,3503.957,1900.000,2313.954,30.000,8921.200,15116.054,2467.005,1952.000,1607.141,1230.000,4027.800,22034.222,1157.023,927.000,905.955,600.000,775.800,4476.413,14615.587,0.000,0.000,0.000,3654.000,3654.000,25298.000,874.000,0.000,0.000,0.000,114.000,114.000
Exp 3733,2,3,-0.2,3,2,0.6,0.0,07:20:45,375,1000,3000,914,885,29,914,31,4,99,-115,-86,47.67,38.46,51.66,4368.92,15652.07,-11283.15,3488.121,20800.000,2111.879,0.000,6121.798,16780.800,1637.402,1860.000,2194.771,22542.000,1663.229,0.000,9730.889,3503.957,1900.000,2313.954,30.000,8921.200,15116.054,2467.005,1952.000,1607.141,1230.000,4027.800,22034.222,1157.023,927.000,905.955,600.000,775.800,4470.413,14619.587,0.000,0.000,0.000,3656.000,3654.000,25530.000,690.000,0.000,0.000,0.000,90.000,90.000
Exp 3189,2,2,0.0,1,1,1.0,0.0,09:30:56,375,1000,3000,883,883,0,883,37,3,99,-117,-117,52.36,42.24,60.06,4220.74,15505.02,-11284.28,6640.763,26000.000,1559.237,0.000,10017.388,20976.000,1346.612,1860.000,2945.472,29823.000,1431.528,0.000,16638.600,7545.502,4787.000,3368.897,1860.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13025.593,14116.407,0.000,0.000,0.000,3530.000,3528.000,33156.000,828.000,0.000,0.000,0.000,108.000,108.000
Exp 5201,3,2,-0.1,1,1,0.8,0.0,08:52:13,375,1000,3000,907,883,24,907,38,3,99,-117,-93,50.38,40.69,58.13,4335.46,15621.20,-11285.74,6456.612,23400.000,2063.388,0.000,9867.846,18900.000,2042.154,1110.000,2850.629,27003.000,2066.371,0.000,15983.684,6044.407,4257.000,4524.909,1110.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10152.000,14512.000,0.000,0.000,0.000,3628.000,3628.000,30821.521,870.479,0.000,0.000,0.000,114.000,114.000
Exp 2293,2,1,-0.2,3,2,0.6,0.0,07:20:51,375,1000,3000,914,885,29,914,51,3,99,-115,-86,47.67,38.46,51.66,4368.92,15659.84,-11290.92,3488.121,20800.000,2111.879,0.000,6121.798,16780.800,1637.402,1860.000,2194.771,22542.000,1663.229,0.000,9730.889,3503.957,1900.000,2313.954,30.000,8921.200,15116.054,2467.005,1952.000,1607.141,1230.000,4027.800,22034.222,1157.023,927.000,905.955,600.000,775.800,4476.413,14615.587,0.000,0.000,0.000,3654.000,3654.000,24950.000,1150.000,0.000,0.000,0.000,150.000,150.000
Exp 3909,2,3,0.0,1,1,1.0,0.0,09:30:56,375,1000,3000,883,883,0,883,30,4,99,-117,-117,52.36,42.24,60.06,4220.74,15512.31,-11291.57,6640.763,26000.000,1559.237,0.000,10017.388,20976.000,1346.612,1860.000,2945.472,29823.000,1431.528,0.000,16638.600,7545.502,4787.000,3368.897,1860.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13025.593,14116.407,0.000,0.000,0.000,3530.000,3528.000,33359.000,667.000,0.000,0.000,0.000,87.000,87.000
Exp 5921,3,3,-0.1,1,1,0.8,0.0,08:52:13,375,1000,3000,907,883,24,907,31,4,99,-117,-93,50.38,40.69,58.13,4335.46,15628.58,-11293.12,6456.612,23400.000,2063.388,0.000,9867.846,18900.000,2042.154,1110.000,2850.629,27003.000,2066.371,0.000,15983.684,6044.407,4257.000,4524.909,1110.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10152.000,14512.000,0.000,0.000,0.000,3628.000,3628.000,31024.521,709.479,0.000,0.000,0.000,93.000,93.000
Exp 5169,3,2,-0.2,3,2,0.4,0.0,07:21:51,375,1000,3000,947,885,62,947,40,3,99,-115,-53,47.67,38.50,51.48,4526.66,15821.66,-11295.00,3578.514,20800.000,2081.486,0.000,6920.603,16800.000,1629.397,1110.000,2179.609,22465.800,1814.591,0.000,12035.354,3049.172,2158.000,2965.875,0.000,6251.600,18303.343,1816.280,1535.000,1584.777,795.000,2425.600,24064.672,674.167,548.000,384.761,315.000,473.400,3744.576,15143.424,0.000,0.000,0.000,3786.000,3786.000,25329.000,897.000,0.000,0.000,0.000,117.000,117.000
Exp 2469,2,1,0.0,1,1,1.0,0.0,09:30:56,375,1000,3000,883,883,0,883,50,3,99,-117,-117,52.36,42.24,60.06,4220.74,15520.21,-11299.47,6640.763,26000.000,1559.237,0.000,10017.388,20976.000,1346.612,1860.000,2945.472,29823.000,1431.528,0.000,16638.600,7545.502,4787.000,3368.897,1860.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13025.593,14116.407,0.000,0.000,0.000,3530.000,3528.000,32795.593,1113.407,0.000,0.000,0.000,147.000,144.000
Exp 5197,3,2,-0.1,1,1,0.6,0.0,08:51:07,375,1000,3000,935,883,52,935,39,3,99,-117,-65,50.38,40.69,56.54,4469.30,15768.83,-11299.53,6345.644,23400.000,2114.356,0.000,10118.580,18900.000,1731.420,1110.000,3384.285,26265.000,2210.715,0.000,15940.986,6027.105,4257.000,4524.909,1110.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9420.000,14960.000,0.000,0.000,0.000,3740.000,3740.000,30729.000,897.000,0.000,0.000,0.000,117.000,117.000
Exp 5889,3,3,-0.2,3,2,0.4,0.0,07:21:45,375,1000,3000,947,885,62,947,32,4,99,-115,-53,47.67,38.50,51.48,4526.66,15827.43,-11300.77,3578.514,20800.000,2081.486,0.000,6920.603,16800.000,1629.397,1110.000,2179.609,22465.800,1814.591,0.000,12035.354,3049.172,2158.000,2965.875,0.000,6251.600,18303.343,1816.280,1535.000,1584.777,795.000,2425.600,24064.672,674.167,548.000,384.761,315.000,473.400,3738.576,15147.424,0.000,0.000,0.000,3788.000,3786.000,25561.000,713.000,0.000,0.000,0.000,93.000,93.000
Exp 4481,3,1,-0.1,1,1,0.8,0.0,08:52:13,375,1000,3000,907,883,24,907,51,3,99,-117,-93,50.38,40.69,58.13,4335.46,15636.27,-11300.81,6456.612,23400.000,2063.388,0.000,9867.846,18900.000,2042.154,1110.000,2850.629,27003.000,2066.371,0.000,15983.684,6044.407,4257.000,4524.909,1110.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10152.000,14512.000,0.000,0.000,0.000,3628.000,3628.000,30444.521,1169.479,0.000,0.000,0.000,153.000,153.000
Exp 5917,3,3,-0.1,1,1,0.6,0.0,08:51:07,375,1000,3000,935,883,52,935,32,4,99,-117,-65,50.38,40.69,56.54,4469.30,15776.30,-11307.00,6345.644,23400.000,2114.356,0.000,10118.580,18900.000,1731.420,1110.000,3384.285,26265.000,2210.715,0.000,15940.986,6027.105,4257.000,4524.909,1110.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9420.000,14960.000,0.000,0.000,0.000,3740.000,3740.000,30932.000,736.000,0.000,0.000,0.000,96.000,96.000
Exp 4449,3,1,-0.2,3,2,0.4,0.0,07:21:51,375,1000,3000,947,885,62,947,53,3,99,-115,-53,47.67,38.50,51.48,4526.66,15836.49,-11309.83,3578.514,20800.000,2081.486,0.000,6920.603,16800.000,1629.397,1110.000,2179.609,22465.800,1814.591,0.000,12035.354,3049.172,2158.000,2965.875,0.000,6251.600,18303.343,1816.280,1535.000,1584.777,795.000,2425.600,24064.672,674.167,548.000,384.761,315.000,473.400,3744.576,15143.424,0.000,0.000,0.000,3786.000,3786.000,24952.000,1196.000,0.000,0.000,0.000,156.000,156.000
Exp 4477,3,1,-0.1,1,1,0.6,0.0,08:51:07,375,1000,3000,935,883,52,935,52,3,99,-117,-65,50.38,40.69,56.54,4469.30,15783.78,-11314.48,6345.644,23400.000,2114.356,0.000,10118.580,18900.000,1731.420,1110.000,3384.285,26265.000,2210.715,0.000,15940.986,6027.105,4257.000,4524.909,1110.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9420.000,14960.000,0.000,0.000,0.000,3740.000,3740.000,30352.000,1196.000,0.000,0.000,0.000,156.000,156.000
Exp 5241,3,2,-0.1,2,1,0.4,0.0,08:06:01,375,1000,3000,959,884,75,959,40,3,99,-116,-41,50.38,40.69,55.10,4584.02,15902.29,-11318.27,3805.887,23400.000,1954.113,0.000,7573.048,18900.000,1576.952,1110.000,1963.986,25593.000,1603.014,0.000,18636.213,3994.729,2934.000,3490.058,105.000,0.000,24316.724,1496.426,1307.000,1034.851,1005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6144.000,15344.000,0.000,0.000,0.000,3836.000,3836.000,28000.000,920.000,0.000,0.000,0.000,120.000,120.000
Exp 3173,2,2,0.0,1,1,0.2,0.0,09:23:45,375,1000,3000,958,883,75,958,40,3,99,-117,-42,52.36,42.24,54.83,4579.24,15899.65,-11320.41,6218.469,26000.000,1561.531,0.000,9711.442,20976.000,1232.558,1860.000,5006.343,27225.000,1548.657,0.000,16176.695,7587.407,4787.000,3368.897,1860.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10794.539,15323.461,0.000,0.000,0.000,3832.000,3830.000,32649.000,897.000,0.000,0.000,0.000,117.000,117.000
Exp 5961,3,3,-0.1,2,1,0.4,0.0,08:06:01,375,1000,3000,959,884,75,959,32,4,99,-116,-41,50.38,40.69,55.10,4584.02,15908.13,-11324.11,3805.887,23400.000,1954.113,0.000,7573.048,18900.000,1576.952,1110.000,1963.986,25593.000,1603.014,0.000,18636.213,3994.729,2934.000,3490.058,105.000,0.000,24316.724,1496.426,1307.000,1034.851,1005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6144.000,15344.000,0.000,0.000,0.000,3836.000,3836.000,28232.000,736.000,0.000,0.000,0.000,96.000,96.000
Exp 3893,2,3,0.0,1,1,0.2,0.0,09:23:45,375,1000,3000,958,883,75,958,32,4,99,-117,-42,52.36,42.24,54.83,4579.24,15905.49,-11326.25,6218.469,26000.000,1561.531,0.000,9711.442,20976.000,1232.558,1860.000,5006.343,27225.000,1548.657,0.000,16176.695,7587.407,4787.000,3368.897,1860.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10794.539,15323.461,0.000,0.000,0.000,3832.000,3830.000,32881.000,713.000,0.000,0.000,0.000,93.000,93.000
Exp 5209,3,2,-0.1,1,2,0.0,0.0,08:43:52,375,1000,3000,1000,883,117,1000,42,3,99,-117,0,50.38,40.69,52.31,4780.00,16111.32,-11331.32,5832.946,23400.000,2147.054,0.000,9794.237,18900.000,1575.763,1110.000,5368.868,24300.000,1711.132,0.000,15461.324,6026.767,4257.000,4524.909,1110.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7393.473,15990.527,0.000,0.000,0.000,3998.000,3998.000,30191.000,943.000,0.000,0.000,0.000,123.000,123.000
Exp 4521,3,1,-0.1,2,1,0.4,0.0,08:06:01,375,1000,3000,959,884,75,959,54,3,99,-116,-41,50.38,40.69,55.10,4584.02,15918.63,-11334.61,3805.887,23400.000,1954.113,0.000,7573.048,18900.000,1576.952,1110.000,1963.986,25593.000,1603.014,0.000,18636.213,3994.729,2934.000,3490.058,105.000,0.000,24316.724,1496.426,1307.000,1034.851,1005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6144.000,15344.000,0.000,0.000,0.000,3836.000,3836.000,27594.000,1242.000,0.000,0.000,0.000,162.000,162.000
Exp 2453,2,1,0.0,1,1,0.2,0.0,09:23:45,375,1000,3000,958,883,75,958,54,3,99,-117,-42,52.36,42.24,54.83,4579.24,15915.99,-11336.75,6218.469,26000.000,1561.531,0.000,9711.442,20976.000,1232.558,1860.000,5006.343,27225.000,1548.657,0.000,16176.695,7587.407,4787.000,3368.897,1860.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10794.539,15323.461,0.000,0.000,0.000,3832.000,3830.000,32243.000,1219.000,0.000,0.000,0.000,159.000,159.000
Exp 4489,3,1,-0.1,1,2,0.0,0.0,08:43:54,375,1000,3000,1000,883,117,1000,56,3,99,-117,0,50.38,40.69,52.31,4780.00,16127.43,-11347.43,5832.946,23400.000,2147.054,0.000,9794.237,18900.000,1575.763,1110.000,5368.868,24300.000,1711.132,0.000,15461.324,6026.767,4257.000,4524.909,1110.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7395.873,15990.000,0.000,0.000,0.000,3998.000,3996.127,29785.000,1265.000,0.000,0.000,0.000,165.000,165.000
Exp 0973,1,2,-0.1,3,1,0.6,0.0,08:45:10,375,1000,3000,928,885,43,928,39,3,99,-115,-72,50.38,40.69,56.76,4435.84,15785.81,-11349.97,6112.167,23400.000,1987.833,0.000,5257.526,18900.000,1732.474,5610.000,3615.335,26367.000,1517.665,0.000,17805.866,7343.939,3331.000,2899.195,120.000,0.000,20914.190,3066.398,2681.000,953.412,3885.000,0.000,25973.946,1827.751,1421.000,672.303,1605.000,0.000,9228.000,14848.000,0.000,0.000,0.000,3712.000,3712.000,30369.533,896.467,0.000,0.000,0.000,117.000,117.000
Exp 5929,3,3,-0.1,1,2,0.0,0.0,08:43:54,375,1000,3000,1000,883,117,1000,34,5,99,-117,0,50.38,40.69,52.31,4780.00,16133.35,-11353.35,5832.946,23400.000,2147.054,0.000,9794.237,18900.000,1575.763,1110.000,5368.868,24300.000,1711.132,0.000,15461.324,6026.767,4257.000,4524.909,1110.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7395.273,15990.000,0.000,0.000,0.000,3998.000,3996.727,30423.000,759.000,0.000,0.000,0.000,99.000,99.000
Exp 0873,1,2,-0.1,1,1,0.4,0.0,11:58:39,375,1000,3000,949,883,66,949,40,3,99,-117,-51,50.38,40.69,55.24,4536.22,15890.34,-11354.12,17120.548,23400.000,2559.452,0.000,16403.952,18900.000,2166.048,5610.000,15348.424,25662.000,2069.576,0.000,10204.000,15292.091,7449.000,4524.909,5610.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20304.517,15183.483,0.000,0.000,0.000,3796.000,3796.000,41949.000,897.000,0.000,0.000,0.000,117.000,117.000
Exp 1693,1,3,-0.1,3,1,0.6,0.0,08:45:10,375,1000,3000,928,885,43,928,31,4,99,-115,-72,50.38,40.69,56.76,4435.84,15791.56,-11355.72,6112.167,23400.000,1987.833,0.000,5257.526,18900.000,1732.474,5610.000,3615.335,26367.000,1517.665,0.000,17805.866,7343.939,3331.000,2899.195,120.000,0.000,20914.190,3066.398,2681.000,953.412,3885.000,0.000,25973.946,1827.751,1421.000,672.303,1605.000,0.000,9228.000,14848.000,0.000,0.000,0.000,3712.000,3712.000,30601.533,712.467,0.000,0.000,0.000,93.000,93.000
Exp 3277,2,2,0.0,3,1,0.6,0.0,08:50:24,375,1000,3000,930,885,45,930,39,3,99,-115,-70,52.36,42.24,57.32,4445.40,15801.37,-11355.97,4448.727,26000.000,1351.273,0.000,7756.647,20976.000,1207.353,1860.000,2089.605,28464.000,1246.395,0.000,21250.144,5011.988,3016.000,2491.867,30.000,0.000,26630.353,1516.496,1435.000,778.151,1440.000,0.000,30593.079,398.042,320.000,98.879,390.000,0.000,9480.000,14880.000,0.000,0.000,0.000,3720.000,3720.000,30683.958,885.042,0.000,0.000,0.000,117.000,114.000
Exp 1593,1,3,-0.1,1,1,0.4,0.0,11:58:39,375,1000,3000,949,883,66,949,32,4,99,-117,-51,50.38,40.69,55.24,4536.22,15896.18,-11359.96,17120.548,23400.000,2559.452,0.000,16403.952,18900.000,2166.048,5610.000,15348.424,25662.000,2069.576,0.000,10204.000,15292.091,7449.000,4524.909,5610.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20304.517,15183.483,0.000,0.000,0.000,3796.000,3796.000,42181.000,713.000,0.000,0.000,0.000,93.000,93.000
Exp 3997,2,3,0.0,3,1,0.6,0.0,08:50:24,375,1000,3000,930,885,45,930,31,4,99,-115,-70,52.36,42.24,57.32,4445.40,15807.12,-11361.72,4448.727,26000.000,1351.273,0.000,7756.647,20976.000,1207.353,1860.000,2089.605,28464.000,1246.395,0.000,21250.144,5011.988,3016.000,2491.867,30.000,0.000,26630.353,1516.496,1435.000,778.151,1440.000,0.000,30593.079,398.042,320.000,98.879,390.000,0.000,9480.000,14880.000,0.000,0.000,0.000,3720.000,3720.000,30915.958,701.042,0.000,0.000,0.000,93.000,90.000
Exp 0253,1,1,-0.1,3,1,0.6,0.0,08:45:10,375,1000,3000,928,885,43,928,52,3,99,-115,-72,50.38,40.69,56.76,4435.84,15800.76,-11364.92,6112.167,23400.000,1987.833,0.000,5257.526,18900.000,1732.474,5610.000,3615.335,26367.000,1517.665,0.000,17805.866,7343.939,3331.000,2899.195,120.000,0.000,20914.190,3066.398,2681.000,953.412,3885.000,0.000,25973.946,1827.751,1421.000,672.303,1605.000,0.000,9228.000,14848.000,0.000,0.000,0.000,3712.000,3712.000,29992.533,1195.467,0.000,0.000,0.000,156.000,156.000
Exp 0153,1,1,-0.1,1,1,0.4,0.0,11:58:39,375,1000,3000,949,883,66,949,53,3,99,-117,-51,50.38,40.69,55.24,4536.22,15905.17,-11368.95,17120.548,23400.000,2559.452,0.000,16403.952,18900.000,2166.048,5610.000,15348.424,25662.000,2069.576,0.000,10204.000,15292.091,7449.000,4524.909,5610.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20304.517,15183.483,0.000,0.000,0.000,3796.000,3796.000,41572.000,1196.000,0.000,0.000,0.000,156.000,156.000
Exp 0869,1,2,-0.1,1,1,0.2,0.0,11:58:23,375,1000,3000,983,883,100,983,41,3,99,-117,-17,50.38,40.69,53.69,4698.74,16069.63,-11370.89,17120.548,23400.000,2559.452,0.000,16403.952,18900.000,2166.048,5610.000,16034.877,24942.000,2103.123,0.000,10194.181,15301.910,7449.000,4524.909,5610.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19488.000,15728.000,0.000,0.000,0.000,3932.000,3932.000,41904.842,932.158,0.000,0.000,0.000,123.000,120.000
Exp 2557,2,1,0.0,3,1,0.6,0.0,08:50:24,375,1000,3000,930,885,45,930,52,3,99,-115,-70,52.36,42.24,57.32,4445.40,15816.32,-11370.92,4448.727,26000.000,1351.273,0.000,7756.647,20976.000,1207.353,1860.000,2089.605,28464.000,1246.395,0.000,21250.144,5011.988,3016.000,2491.867,30.000,0.000,26630.353,1516.496,1435.000,778.151,1440.000,0.000,30593.079,398.042,320.000,98.879,390.000,0.000,9480.000,14880.000,0.000,0.000,0.000,3720.000,3720.000,30306.958,1184.042,0.000,0.000,0.000,156.000,153.000
Exp 0149,1,1,-0.1,1,1,0.2,0.0,11:58:23,375,1000,3000,983,883,100,983,55,3,99,-117,-17,50.38,40.69,53.69,4698.74,16085.85,-11387.11,17120.548,23400.000,2559.452,0.000,16403.952,18900.000,2166.048,5610.000,16034.877,24942.000,2103.123,0.000,10194.181,15301.910,7449.000,4524.909,5610.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19488.000,15728.000,0.000,0.000,0.000,3932.000,3932.000,41498.842,1254.158,0.000,0.000,0.000,165.000,162.000
